Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
11.0,Tue,2020-10-13,18:00,Flamengo,,Goiás,,Estadio Jornalista Mário Filho,,,
,,,,,,,,,,,
16.0,Wed,2020-10-14,,Flamengo,,Bragantino,,Estadio Jornalista Mário Filho,,,
16.0,Wed,2020-10-14,,Atlético Mineiro,,Fluminense,,Estádio Raimundo Sampaio,,,
16.0,Wed,2020-10-14,,Palmeiras,,Coritiba,,Allianz Parque,,,
16.0,Wed,2020-10-14,,Sport Recife,,Internacional,,Estádio Adelmar da Costa Carvalho,,,
16.0,Wed,2020-10-14,,Atl Paranaense,,Corinthians,,Estádio Joaquim Américo Guimarães,,,
16.0,Wed,2020-10-14,,Goiás,,Bahia,,,,,
16.0,Wed,2020-10-14,,Grêmio,,Botafogo (RJ),,Arena do Grêmio,,,
16.0,Wed,2020-10-14,,Santos,,Atl Goianiense,,Estádio Urbano Caldeira,,,
16.0,Wed,2020-10-14,,Ceará,,São Paulo,,Estádio Castelão,,,
16.0,Wed,2020-10-14,,Vasco da Gama,,Fortaleza,,Estádio Club de Regatas Vasco da Gama,,,
,,,,,,,,,,,
17.0,Sun,2020-10-18,,Bragantino,,Sport Recife,,Estádio Nabi Abi Chedid,,,
17.0,Sun,2020-10-18,,São Paulo,,Grêmio,,Estádio do Morumbi,,,
17.0,Sun,2020-10-18,,Fortaleza,,Palmeiras,,Estádio Castelão,,,
17.0,Sun,2020-10-18,,Internacional,,Vasco da Gama,,Estádio José Pinheiro Borba,,,
17.0,Sun,2020-10-18,,Fluminense,,Ceará,,Estadio Jornalista Mário Filho,,,
17.0,Sun,2020-10-18,,Botafogo (RJ),,Goiás,,Estádio Nilton Santos,,,
17.0,Sun,2020-10-18,,Atl Goianiense,,Atl Paranaense,,Estádio Olímpico Pedro Ludovico Teixeira,,,
17.0,Sun,2020-10-18,,Corinthians,,Flamengo,,Arena Corinthians,,,
17.0,Sun,2020-10-18,,Bahia,,Atlético Mineiro,,Estádio Governador Roberto Santos,,,
17.0,Sun,2020-10-18,,Coritiba,,Santos,,Estádio Major Antônio Couto Pereira,,,
,,,,,,,,,,,
18.0,Sun,2020-10-25,,Internacional,,Flamengo,,Estádio José Pinheiro Borba,,,
18.0,Sun,2020-10-25,,Bragantino,,Goiás,,Estádio Nabi Abi Chedid,,,
18.0,Sun,2020-10-25,,Fluminense,,Santos,,Estadio Jornalista Mário Filho,,,
18.0,Sun,2020-10-25,,Ceará,,Coritiba,,Estádio Castelão,,,
18.0,Sun,2020-10-25,,São Paulo,,Botafogo (RJ),,Estádio do Morumbi,,,
18.0,Sun,2020-10-25,,Vasco da Gama,,Corinthians,,Estádio Club de Regatas Vasco da Gama,,,
18.0,Sun,2020-10-25,,Bahia,,Fortaleza,,Estádio Governador Roberto Santos,,,
18.0,Sun,2020-10-25,,Atl Paranaense,,Grêmio,,Estádio Joaquim Américo Guimarães,,,
18.0,Sun,2020-10-25,,Atlético Mineiro,,Sport Recife,,Estádio Raimundo Sampaio,,,
18.0,Sun,2020-10-25,,Atl Goianiense,,Palmeiras,,Estádio Olímpico Pedro Ludovico Teixeira,,,
,,,,,,,,,,,
19.0,Sun,2020-11-01,,Coritiba,,Atl Goianiense,,Estádio Major Antônio Couto Pereira,,,
19.0,Sun,2020-11-01,,Grêmio,,Bragantino,,Arena do Grêmio,,,
19.0,Sun,2020-11-01,,Botafogo (RJ),,Ceará,,Estádio Nilton Santos,,,
19.0,Sun,2020-11-01,,Corinthians,,Internacional,,Arena Corinthians,,,
19.0,Sun,2020-11-01,,Sport Recife,,Atl Paranaense,,Estádio Adelmar da Costa Carvalho,,,
19.0,Sun,2020-11-01,,Palmeiras,,Atlético Mineiro,,Allianz Parque,,,
19.0,Sun,2020-11-01,,Flamengo,,São Paulo,,Estadio Jornalista Mário Filho,,,
19.0,Sun,2020-11-01,,Santos,,Bahia,,Estádio Urbano Caldeira,,,
19.0,Sun,2020-11-01,,Fortaleza,,Fluminense,,Estádio Castelão,,,
19.0,Sun,2020-11-01,,Goiás,,Vasco da Gama,,,,,
,,,,,,,,,,,
20.0,Sun,2020-11-08,,Vasco da Gama,,Palmeiras,,Estádio Club de Regatas Vasco da Gama,,,
20.0,Sun,2020-11-08,,Atlético Mineiro,,Flamengo,,Estádio Raimundo Sampaio,,,
20.0,Sun,2020-11-08,,Internacional,,Coritiba,,Estádio José Pinheiro Borba,,,
20.0,Sun,2020-11-08,,Ceará,,Sport Recife,,Estádio Castelão,,,
20.0,Sun,2020-11-08,,Bragantino,,Santos,,Estádio Nabi Abi Chedid,,,
20.0,Sun,2020-11-08,,São Paulo,,Goiás,,Estádio do Morumbi,,,
20.0,Sun,2020-11-08,,Atl Goianiense,,Corinthians,,Estádio Olímpico Pedro Ludovico Teixeira,,,
20.0,Sun,2020-11-08,,Fluminense,,Grêmio,,Estadio Jornalista Mário Filho,,,
20.0,Sun,2020-11-08,,Bahia,,Botafogo (RJ),,Estádio Governador Roberto Santos,,,
20.0,Sun,2020-11-08,,Atl Paranaense,,Fortaleza,,Estádio Joaquim Américo Guimarães,,,
,,,,,,,,,,,
21.0,Sat,2020-11-14,,Grêmio,,Ceará,,Arena do Grêmio,,,
21.0,Sat,2020-11-14,,Fortaleza,,São Paulo,,Estádio Castelão,,,
21.0,Sat,2020-11-14,,Palmeiras,,Fluminense,,Allianz Parque,,,
21.0,Sat,2020-11-14,,Corinthians,,Atlético Mineiro,,Arena Corinthians,,,
21.0,Sat,2020-11-14,,Sport Recife,,Vasco da Gama,,Estádio Adelmar da Costa Carvalho,,,
21.0,Sat,2020-11-14,,Goiás,,Atl Paranaense,,,,,
21.0,Sat,2020-11-14,,Botafogo (RJ),,Bragantino,,Estádio Nilton Santos,,,
21.0,Sat,2020-11-14,,Coritiba,,Bahia,,Estádio Major Antônio Couto Pereira,,,
21.0,Sat,2020-11-14,,Flamengo,,Atl Goianiense,,Estadio Jornalista Mário Filho,,,
21.0,Sat,2020-11-14,,Santos,,Internacional,,Estádio Urbano Caldeira,,,
,,,,,,,,,,,
22.0,Sun,2020-11-22,,Flamengo,,Coritiba,,Estadio Jornalista Mário Filho,,,
22.0,Sun,2020-11-22,,São Paulo,,Vasco da Gama,,Estádio do Morumbi,,,
22.0,Sun,2020-11-22,,Bragantino,,Bahia,,Estádio Nabi Abi Chedid,,,
22.0,Sun,2020-11-22,,Corinthians,,Grêmio,,Arena Corinthians,,,
22.0,Sun,2020-11-22,,Sport Recife,,Atl Goianiense,,Estádio Adelmar da Costa Carvalho,,,
22.0,Sun,2020-11-22,,Ceará,,Atlético Mineiro,,Estádio Castelão,,,
22.0,Sun,2020-11-22,,Goiás,,Palmeiras,,,,,
22.0,Sun,2020-11-22,,Atl Paranaense,,Santos,,Estádio Joaquim Américo Guimarães,,,
22.0,Sun,2020-11-22,,Internacional,,Fluminense,,Estádio José Pinheiro Borba,,,
22.0,Sun,2020-11-22,,Botafogo (RJ),,Fortaleza,,Estádio Nilton Santos,,,
,,,,,,,,,,,
23.0,Sat,2020-11-28,,Bahia,,São Paulo,,Estádio Governador Roberto Santos,,,
23.0,Sat,2020-11-28,,Atl Goianiense,,Internacional,,Estádio Olímpico Pedro Ludovico Teixeira,,,
23.0,Sat,2020-11-28,,Coritiba,,Corinthians,,Estádio Major Antônio Couto Pereira,,,
23.0,Sat,2020-11-28,,Atlético Mineiro,,Botafogo (RJ),,Estádio Raimundo Sampaio,,,
23.0,Sat,2020-11-28,,Fluminense,,Bragantino,,Estadio Jornalista Mário Filho,,,
23.0,Sat,2020-11-28,,Grêmio,,Flamengo,,Arena do Grêmio,,,
23.0,Sat,2020-11-28,,Fortaleza,,Goiás,,Estádio Castelão,,,
23.0,Sat,2020-11-28,,Palmeiras,,Atl Paranaense,,Allianz Parque,,,
23.0,Sat,2020-11-28,,Vasco da Gama,,Ceará,,Estádio Club de Regatas Vasco da Gama,,,
23.0,Sat,2020-11-28,,Santos,,Sport Recife,,Estádio Urbano Caldeira,,,
,,,,,,,,,,,
24.0,Sun,2020-12-06,,Fluminense,,Atl Paranaense,,Estadio Jornalista Mário Filho,,,
24.0,Sun,2020-12-06,,Santos,,Palmeiras,,Estádio Urbano Caldeira,,,
24.0,Sun,2020-12-06,,Fortaleza,,Corinthians,,Estádio Castelão,,,
24.0,Sun,2020-12-06,,Coritiba,,Bragantino,,Estádio Major Antônio Couto Pereira,,,
24.0,Sun,2020-12-06,,Atl Goianiense,,Goiás,,Estádio Olímpico Pedro Ludovico Teixeira,,,
24.0,Sun,2020-12-06,,Grêmio,,Vasco da Gama,,Arena do Grêmio,,,
24.0,Sun,2020-12-06,,São Paulo,,Sport Recife,,Estádio do Morumbi,,,
24.0,Sun,2020-12-06,,Atlético Mineiro,,Internacional,,Estádio Raimundo Sampaio,,,
24.0,Sun,2020-12-06,,Botafogo (RJ),,Flamengo,,Estádio Nilton Santos,,,
24.0,Sun,2020-12-06,,Bahia,,Ceará,,Estádio Governador Roberto Santos,,,
,,,,,,,,,,,
25.0,Sun,2020-12-13,,Flamengo,,Santos,,Estadio Jornalista Mário Filho,,,
25.0,Sun,2020-12-13,,Internacional,,Botafogo (RJ),,Estádio José Pinheiro Borba,,,
25.0,Sun,2020-12-13,,Goiás,,Grêmio,,,,,
25.0,Sun,2020-12-13,,Palmeiras,,Bahia,,Allianz Parque,,,
25.0,Sun,2020-12-13,,Sport Recife,,Coritiba,,Estádio Adelmar da Costa Carvalho,,,
25.0,Sun,2020-12-13,,Bragantino,,Fortaleza,,Estádio Nabi Abi Chedid,,,
25.0,Sun,2020-12-13,,Corinthians,,São Paulo,,Arena Corinthians,,,
25.0,Sun,2020-12-13,,Atl Paranaense,,Atlético Mineiro,,Estádio Joaquim Américo Guimarães,,,
25.0,Sun,2020-12-13,,Ceará,,Atl Goianiense,,Estádio Castelão,,,
25.0,Sun,2020-12-13,,Vasco da Gama,,Fluminense,,Estádio Club de Regatas Vasco da Gama,,,
,,,,,,,,,,,
26.0,Sun,2020-12-20,,Atl Goianiense,,Fluminense,,Estádio Olímpico Pedro Ludovico Teixeira,,,
26.0,Sun,2020-12-20,,Vasco da Gama,,Santos,,Estádio Club de Regatas Vasco da Gama,,,
26.0,Sun,2020-12-20,,Coritiba,,Botafogo (RJ),,Estádio Major Antônio Couto Pereira,,,
26.0,Sun,2020-12-20,,Fortaleza,,Ceará,,Estádio Castelão,,,
26.0,Sun,2020-12-20,,Sport Recife,,Grêmio,,Estádio Adelmar da Costa Carvalho,,,
26.0,Sun,2020-12-20,,Flamengo,,Bahia,,Estadio Jornalista Mário Filho,,,
26.0,Sun,2020-12-20,,São Paulo,,Atlético Mineiro,,Estádio do Morumbi,,,
26.0,Sun,2020-12-20,,Bragantino,,Atl Paranaense,,Estádio Nabi Abi Chedid,,,
26.0,Sun,2020-12-20,,Internacional,,Palmeiras,,Estádio José Pinheiro Borba,,,
26.0,Sun,2020-12-20,,Corinthians,,Goiás,,Arena Corinthians,,,
,,,,,,,,,,,
27.0,Sun,2020-12-27,,Fluminense,,São Paulo,,Estadio Jornalista Mário Filho,,,
27.0,Sun,2020-12-27,,Bahia,,Internacional,,Estádio Governador Roberto Santos,,,
27.0,Sun,2020-12-27,,Atl Paranaense,,Vasco da Gama,,Estádio Joaquim Américo Guimarães,,,
27.0,Sun,2020-12-27,,Botafogo (RJ),,Corinthians,,Estádio Nilton Santos,,,
27.0,Sun,2020-12-27,,Fortaleza,,Flamengo,,Estádio Castelão,,,
27.0,Sun,2020-12-27,,Grêmio,,Atl Goianiense,,Arena do Grêmio,,,
27.0,Sun,2020-12-27,,Atlético Mineiro,,Coritiba,,Estádio Raimundo Sampaio,,,
27.0,Sun,2020-12-27,,Goiás,,Sport Recife,,,,,
27.0,Sun,2020-12-27,,Palmeiras,,Bragantino,,Allianz Parque,,,
27.0,Sun,2020-12-27,,Santos,,Ceará,,Estádio Urbano Caldeira,,,
,,,,,,,,,,,
28.0,Sun,2021-01-03,,Atl Goianiense,,Vasco da Gama,,Estádio Olímpico Pedro Ludovico Teixeira,,,
28.0,Sun,2021-01-03,,Botafogo (RJ),,Atl Paranaense,,Estádio Nilton Santos,,,
28.0,Sun,2021-01-03,,Atlético Mineiro,,Santos,,Estádio Raimundo Sampaio,,,
28.0,Sun,2021-01-03,,Palmeiras,,Corinthians,,Allianz Parque,,,
28.0,Sun,2021-01-03,,Grêmio,,Bahia,,Arena do Grêmio,,,
28.0,Sun,2021-01-03,,Ceará,,Internacional,,Estádio Castelão,,,
28.0,Sun,2021-01-03,,Coritiba,,Goiás,,Estádio Major Antônio Couto Pereira,,,
28.0,Sun,2021-01-03,,Sport Recife,,Fortaleza,,Estádio Adelmar da Costa Carvalho,,,
28.0,Sun,2021-01-03,,Bragantino,,São Paulo,,Estádio Nabi Abi Chedid,,,
28.0,Sun,2021-01-03,,Flamengo,,Fluminense,,Estadio Jornalista Mário Filho,,,
,,,,,,,,,,,
29.0,Sun,2021-01-10,,Corinthians,,Fluminense,,Arena Corinthians,,,
29.0,Sun,2021-01-10,,Sport Recife,,Palmeiras,,Estádio Adelmar da Costa Carvalho,,,
29.0,Sun,2021-01-10,,Vasco da Gama,,Botafogo (RJ),,Estádio Club de Regatas Vasco da Gama,,,
29.0,Sun,2021-01-10,,Coritiba,,Atl Paranaense,,Estádio Major Antônio Couto Pereira,,,
29.0,Sun,2021-01-10,,Flamengo,,Ceará,,Estadio Jornalista Mário Filho,,,
29.0,Sun,2021-01-10,,Fortaleza,,Grêmio,,Estádio Castelão,,,
29.0,Sun,2021-01-10,,São Paulo,,Santos,,Estádio do Morumbi,,,
29.0,Sun,2021-01-10,,Bragantino,,Atlético Mineiro,,Estádio Nabi Abi Chedid,,,
29.0,Sun,2021-01-10,,Atl Goianiense,,Bahia,,Estádio Olímpico Pedro Ludovico Teixeira,,,
29.0,Sun,2021-01-10,,Internacional,,Goiás,,Estádio José Pinheiro Borba,,,
,,,,,,,,,,,
30.0,Sun,2021-01-17,,Bahia,,Corinthians,,Estádio Governador Roberto Santos,,,
30.0,Sun,2021-01-17,,Santos,,Botafogo (RJ),,Estádio Urbano Caldeira,,,
30.0,Sun,2021-01-17,,Vasco da Gama,,Coritiba,,Estádio Club de Regatas Vasco da Gama,,,
30.0,Sun,2021-01-17,,Atlético Mineiro,,Atl Goianiense,,Estádio Raimundo Sampaio,,,
30.0,Sun,2021-01-17,,Fluminense,,Sport Recife,,Estadio Jornalista Mário Filho,,,
30.0,Sun,2021-01-17,,Internacional,,Fortaleza,,Estádio José Pinheiro Borba,,,
30.0,Sun,2021-01-17,,Ceará,,Bragantino,,Estádio Castelão,,,
30.0,Sun,2021-01-17,,Palmeiras,,Grêmio,,Allianz Parque,,,
30.0,Sun,2021-01-17,,Atl Paranaense,,São Paulo,,Estádio Joaquim Américo Guimarães,,,
30.0,Sun,2021-01-17,,Goiás,,Flamengo,,,,,
,,,,,,,,,,,
31.0,Wed,2021-01-20,,Bragantino,,Vasco da Gama,,Estádio Nabi Abi Chedid,,,
31.0,Wed,2021-01-20,,Goiás,,Ceará,,,,,
31.0,Wed,2021-01-20,,Grêmio,,Atlético Mineiro,,Arena do Grêmio,,,
31.0,Wed,2021-01-20,,Bahia,,Atl Paranaense,,Estádio Governador Roberto Santos,,,
31.0,Wed,2021-01-20,,São Paulo,,Internacional,,Estádio do Morumbi,,,
31.0,Wed,2021-01-20,,Botafogo (RJ),,Atl Goianiense,,Estádio Nilton Santos,,,
31.0,Wed,2021-01-20,,Coritiba,,Fluminense,,Estádio Major Antônio Couto Pereira,,,
31.0,Wed,2021-01-20,,Corinthians,,Sport Recife,,Arena Corinthians,,,
31.0,Wed,2021-01-20,,Fortaleza,,Santos,,Estádio Castelão,,,
31.0,Wed,2021-01-20,,Flamengo,,Palmeiras,,Estadio Jornalista Mário Filho,,,
,,,,,,,,,,,
32.0,Sun,2021-01-24,,Fluminense,,Botafogo (RJ),,Estadio Jornalista Mário Filho,,,
32.0,Sun,2021-01-24,,Sport Recife,,Bahia,,Estádio Adelmar da Costa Carvalho,,,
32.0,Sun,2021-01-24,,Corinthians,,Bragantino,,Arena Corinthians,,,
32.0,Sun,2021-01-24,,Atl Paranaense,,Flamengo,,Estádio Joaquim Américo Guimarães,,,
32.0,Sun,2021-01-24,,Vasco da Gama,,Atlético Mineiro,,Estádio Club de Regatas Vasco da Gama,,,
32.0,Sun,2021-01-24,,Ceará,,Palmeiras,,Estádio Castelão,,,
32.0,Sun,2021-01-24,,Atl Goianiense,,Fortaleza,,Estádio Olímpico Pedro Ludovico Teixeira,,,
32.0,Sun,2021-01-24,,Internacional,,Grêmio,,Estádio José Pinheiro Borba,,,
32.0,Sun,2021-01-24,,Santos,,Goiás,,Estádio Urbano Caldeira,,,
32.0,Sun,2021-01-24,,São Paulo,,Coritiba,,Estádio do Morumbi,,,
,,,,,,,,,,,
33.0,Sun,2021-01-31,,Atlético Mineiro,,Fortaleza,,Estádio Raimundo Sampaio,,,
33.0,Sun,2021-01-31,,Atl Goianiense,,São Paulo,,Estádio Olímpico Pedro Ludovico Teixeira,,,
33.0,Sun,2021-01-31,,Fluminense,,Goiás,,Estadio Jornalista Mário Filho,,,
33.0,Sun,2021-01-31,,Sport Recife,,Flamengo,,Estádio Adelmar da Costa Carvalho,,,
33.0,Sun,2021-01-31,,Coritiba,,Grêmio,,Estádio Major Antônio Couto Pereira,,,
33.0,Sun,2021-01-31,,Ceará,,Atl Paranaense,,Estádio Castelão,,,
33.0,Sun,2021-01-31,,Santos,,Corinthians,,Estádio Urbano Caldeira,,,
33.0,Sun,2021-01-31,,Palmeiras,,Botafogo (RJ),,Allianz Parque,,,
33.0,Sun,2021-01-31,,Vasco da Gama,,Bahia,,Estádio Club de Regatas Vasco da Gama,,,
33.0,Sun,2021-01-31,,Internacional,,Bragantino,,Estádio José Pinheiro Borba,,,
,,,,,,,,,,,
34.0,Sun,2021-02-07,,Flamengo,,Vasco da Gama,,Estadio Jornalista Mário Filho,,,
34.0,Sun,2021-02-07,,Fortaleza,,Coritiba,,Estádio Castelão,,,
34.0,Sun,2021-02-07,,Bragantino,,Atl Goianiense,,Estádio Nabi Abi Chedid,,,
34.0,Sun,2021-02-07,,São Paulo,,Palmeiras,,Estádio do Morumbi,,,
34.0,Sun,2021-02-07,,Botafogo (RJ),,Sport Recife,,Estádio Nilton Santos,,,
34.0,Sun,2021-02-07,,Corinthians,,Ceará,,Arena Corinthians,,,
34.0,Sun,2021-02-07,,Goiás,,Atlético Mineiro,,,,,
34.0,Sun,2021-02-07,,Bahia,,Fluminense,,Estádio Governador Roberto Santos,,,
34.0,Sun,2021-02-07,,Grêmio,,Santos,,Arena do Grêmio,,,
34.0,Sun,2021-02-07,,Atl Paranaense,,Internacional,,Estádio Joaquim Américo Guimarães,,,
,,,,,,,,,,,
35.0,Sat,2021-02-13,,Coritiba,,Palmeiras,,Estádio Major Antônio Couto Pereira,,,
35.0,Sat,2021-02-13,,Botafogo (RJ),,Grêmio,,Estádio Nilton Santos,,,
35.0,Sat,2021-02-13,,São Paulo,,Ceará,,Estádio do Morumbi,,,
35.0,Sat,2021-02-13,,Bragantino,,Flamengo,,Estádio Nabi Abi Chedid,,,
35.0,Sat,2021-02-13,,Fortaleza,,Vasco da Gama,,Estádio Castelão,,,
35.0,Sat,2021-02-13,,Fluminense,,Atlético Mineiro,,Estadio Jornalista Mário Filho,,,
35.0,Sat,2021-02-13,,Corinthians,,Atl Paranaense,,Arena Corinthians,,,
35.0,Sat,2021-02-13,,Bahia,,Goiás,,Estádio Governador Roberto Santos,,,
35.0,Sat,2021-02-13,,Internacional,,Sport Recife,,Estádio José Pinheiro Borba,,,
35.0,Sat,2021-02-13,,Atl Goianiense,,Santos,,Estádio Olímpico Pedro Ludovico Teixeira,,,
,,,,,,,,,,,
36.0,Wed,2021-02-17,,Palmeiras,,Fortaleza,,Allianz Parque,,,
36.0,Wed,2021-02-17,,Sport Recife,,Bragantino,,Estádio Adelmar da Costa Carvalho,,,
36.0,Wed,2021-02-17,,Flamengo,,Corinthians,,Estadio Jornalista Mário Filho,,,
36.0,Wed,2021-02-17,,Atl Paranaense,,Atl Goianiense,,Estádio Joaquim Américo Guimarães,,,
36.0,Wed,2021-02-17,,Goiás,,Botafogo (RJ),,,,,
36.0,Wed,2021-02-17,,Grêmio,,São Paulo,,Arena do Grêmio,,,
36.0,Wed,2021-02-17,,Santos,,Coritiba,,Estádio Urbano Caldeira,,,
36.0,Wed,2021-02-17,,Atlético Mineiro,,Bahia,,Estádio Raimundo Sampaio,,,
36.0,Wed,2021-02-17,,Vasco da Gama,,Internacional,,Estádio Club de Regatas Vasco da Gama,,,
36.0,Wed,2021-02-17,,Ceará,,Fluminense,,Estádio Castelão,,,
,,,,,,,,,,,
37.0,Sun,2021-02-21,,Santos,,Fluminense,,Estádio Urbano Caldeira,,,
37.0,Sun,2021-02-21,,Corinthians,,Vasco da Gama,,Arena Corinthians,,,
37.0,Sun,2021-02-21,,Palmeiras,,Atl Goianiense,,Allianz Parque,,,
37.0,Sun,2021-02-21,,Flamengo,,Internacional,,Estadio Jornalista Mário Filho,,,
37.0,Sun,2021-02-21,,Goiás,,Bragantino,,,,,
37.0,Sun,2021-02-21,,Botafogo (RJ),,São Paulo,,Estádio Nilton Santos,,,
37.0,Sun,2021-02-21,,Grêmio,,Atl Paranaense,,Arena do Grêmio,,,
37.0,Sun,2021-02-21,,Sport Recife,,Atlético Mineiro,,Estádio Adelmar da Costa Carvalho,,,
37.0,Sun,2021-02-21,,Coritiba,,Ceará,,Estádio Major Antônio Couto Pereira,,,
37.0,Sun,2021-02-21,,Fortaleza,,Bahia,,Estádio Castelão,,,
,,,,,,,,,,,
38.0,Wed,2021-02-24,,Vasco da Gama,,Goiás,,Estádio Club de Regatas Vasco da Gama,,,
38.0,Wed,2021-02-24,,Bahia,,Santos,,Estádio Governador Roberto Santos,,,
38.0,Wed,2021-02-24,,Bragantino,,Grêmio,,Estádio Nabi Abi Chedid,,,
38.0,Wed,2021-02-24,,São Paulo,,Flamengo,,Estádio do Morumbi,,,
38.0,Wed,2021-02-24,,Atl Paranaense,,Sport Recife,,Estádio Joaquim Américo Guimarães,,,
38.0,Wed,2021-02-24,,Internacional,,Corinthians,,Estádio José Pinheiro Borba,,,
38.0,Wed,2021-02-24,,Atlético Mineiro,,Palmeiras,,Estádio Raimundo Sampaio,,,
38.0,Wed,2021-02-24,,Fluminense,,Fortaleza,,Estadio Jornalista Mário Filho,,,
38.0,Wed,2021-02-24,,Ceará,,Botafogo (RJ),,Estádio Castelão,,,
38.0,Wed,2021-02-24,,Atl Goianiense,,Coritiba,,Estádio Olímpico Pedro Ludovico Teixeira,,,
